COL1,COL2,COL3,COL4
allaient,donner,sur,le
donner,sur,le,seuil
sur,le,seuil,un
le,seuil,un,dernier
seuil,un,dernier,coup
un,dernier,coup,de
dernier,coup,de,balai
coup,de,balai,meaulnes
de,balai,meaulnes,baissant
balai,meaulnes,baissant,la
meaulnes,baissant,la,tête
baissant,la,tête,et
la,tête,et,sans
tête,et,sans,regarder
et,sans,regarder,notre
sans,regarder,notre,ennemi
regarder,notre,ennemi,dit
notre,ennemi,dit,à
ennemi,dit,à,mi-voix:
dit,à,mi-voix:,votre
à,mi-voix:,votre,bandeau
mi-voix:,votre,bandeau,est
votre,bandeau,est,rouge
bandeau,est,rouge,de
est,rouge,de,sang
rouge,de,sang,et
de,sang,et,vos
sang,et,vos,habits
et,vos,habits,sont
vos,habits,sont,déchirés
habits,sont,déchirés,l
sont,déchirés,l,autre
déchirés,l,autre,le
l,autre,le,regarda
autre,le,regarda,un
le,regarda,un,instant
regarda,un,instant,non
un,instant,non,pas
instant,non,pas,surpris
non,pas,surpris,de
pas,surpris,de,ce
surpris,de,ce,qu
de,ce,qu,il
ce,qu,il,disait
qu,il,disait,mais
il,disait,mais,profondément
disait,mais,profondément,ému
mais,profondément,ému,de
profondément,ému,de,le
ému,de,le,lui
de,le,lui,entendre
le,lui,entendre,dire
lui,entendre,dire,ils
entendre,dire,ils,ont
dire,ils,ont,voulu
ils,ont,voulu,répondit-il
ont,voulu,répondit-il,m
voulu,répondit-il,m,arracher
répondit-il,m,arracher,votre
m,arracher,votre,plan
arracher,votre,plan,tout
votre,plan,tout,à
plan,tout,à,l
tout,à,l,heure
à,l,heure,sur
l,heure,sur,la
heure,sur,la,place
sur,la,place,quand
la,place,quand,ils
place,quand,ils,ont
quand,ils,ont,su
ils,ont,su,que
ont,su,que,je
su,que,je,voulais
que,je,voulais,revenir
je,voulais,revenir,ici
voulais,revenir,ici,balayer
revenir,ici,balayer,la
ici,balayer,la,classe
balayer,la,classe,ils
la,classe,ils,ont
classe,ils,ont,compris
ils,ont,compris,que
ont,compris,que,j
compris,que,j,allais
que,j,allais,faire
j,allais,faire,la
allais,faire,la,paix
faire,la,paix,avec
la,paix,avec,vous
paix,avec,vous,ils
avec,vous,ils,se
vous,ils,se,sont
ils,se,sont,révoltés
se,sont,révoltés,contre
sont,révoltés,contre,moi
révoltés,contre,moi,mais
contre,moi,mais,je
moi,mais,je,l
mais,je,l,ai
je,l,ai,tout
l,ai,tout,de
ai,tout,de,même
tout,de,même,sauvé
de,même,sauvé,ajouta-t-il
même,sauvé,ajouta-t-il,fièrement
sauvé,ajouta-t-il,fièrement,en
ajouta-t-il,fièrement,en,tendant
fièrement,en,tendant,à
en,tendant,à,meaulnes
tendant,à,meaulnes,le
à,meaulnes,le,précieux
meaulnes,le,précieux,papier
le,précieux,papier,plié
précieux,papier,plié,meaulnes
papier,plié,meaulnes,se
plié,meaulnes,se,tourna
meaulnes,se,tourna,lentement
se,tourna,lentement,vers
tourna,lentement,vers,moi:
lentement,vers,moi:,tu
vers,moi:,tu,entends
moi:,tu,entends,dit-il
tu,entends,dit-il,il
entends,dit-il,il,vient
dit-il,il,vient,de
il,vient,de,se
vient,de,se,battre
de,se,battre,et
se,battre,et,de
battre,et,de,se
et,de,se,faire
de,se,faire,blesser
se,faire,blesser,pour
faire,blesser,pour,nous
blesser,pour,nous,tandis
pour,nous,tandis,que
nous,tandis,que,nous
tandis,que,nous,lui
que,nous,lui,tendions
nous,lui,tendions,un
lui,tendions,un,piège
tendions,un,piège,puis
un,piège,puis,cessant
piège,puis,cessant,d
puis,cessant,d,employer
cessant,d,employer,ce
d,employer,ce,vous
employer,ce,vous,insolite
ce,vous,insolite,chez
vous,insolite,chez,des
insolite,chez,des,écoliers
chez,des,écoliers,de
des,écoliers,de,sainte-
écoliers,de,sainte-,agathe:
de,sainte-,agathe:,tu
sainte-,agathe:,tu,es
agathe:,tu,es,un
tu,es,un,vrai
es,un,vrai,camarade
un,vrai,camarade,dit-il
vrai,camarade,dit-il,et
camarade,dit-il,et,il
dit-il,et,il,lui
et,il,lui,tendit
il,lui,tendit,la
lui,tendit,la,main
tendit,la,main,le
la,main,le,comédien
main,le,comédien,la
le,comédien,la,saisit
comédien,la,saisit,et
la,saisit,et,demeura
saisit,et,demeura,sans
et,demeura,sans,parole
demeura,sans,parole,une
sans,parole,une,seconde
parole,une,seconde,très
une,seconde,très,troublé
seconde,très,troublé,la
très,troublé,la,voix
troublé,la,voix,coupée
la,voix,coupée,mais
voix,coupée,mais,bientôt
coupée,mais,bientôt,avec
mais,bientôt,avec,une
bientôt,avec,une,curiosité
avec,une,curiosité,ardente
une,curiosité,ardente,il
curiosité,ardente,il,poursuivit:
ardente,il,poursuivit:,ainsi
il,poursuivit:,ainsi,vous
poursuivit:,ainsi,vous,me
ainsi,vous,me,tendiez
vous,me,tendiez,un
me,tendiez,un,piège
tendiez,un,piège,que
un,piège,que,c
piège,que,c,est
que,c,est,amusant
c,est,amusant,je
est,amusant,je,l
amusant,je,l,avais
je,l,avais,deviné
l,avais,deviné,et
avais,deviné,et,je
deviné,et,je,me
et,je,me,disais:
je,me,disais:,ils
me,disais:,ils,vont
disais:,ils,vont,être
ils,vont,être,bien
vont,être,bien,étonnés
être,bien,étonnés,quand
bien,étonnés,quand,m
étonnés,quand,m,ayant
quand,m,ayant,repris
m,ayant,repris,ce
ayant,repris,ce,plan
repris,ce,plan,ils
ce,plan,ils,s
plan,ils,s,apercevront
ils,s,apercevront,que
s,apercevront,que,je
apercevront,que,je,l
que,je,l,ai
je,l,ai,complété
l,ai,complété,complété
ai,complété,complété,oh
complété,complété,oh,attendez
complété,oh,attendez,pas
oh,attendez,pas,entièrement
attendez,pas,entièrement,quittant
pas,entièrement,quittant,ce
entièrement,quittant,ce,ton
quittant,ce,ton,enjoué
ce,ton,enjoué,il
ton,enjoué,il,ajouta
enjoué,il,ajouta,gravement
il,ajouta,gravement,et
ajouta,gravement,et,lentement
gravement,et,lentement,se
et,lentement,se,rapprochant
lentement,se,rapprochant,de
se,rapprochant,de,nous:
rapprochant,de,nous:,meaulnes
de,nous:,meaulnes,il
nous:,meaulnes,il,est
meaulnes,il,est,temps
il,est,temps,que
est,temps,que,je
temps,que,je,vous
que,je,vous,le
je,vous,le,dise:
vous,le,dise:,moi
le,dise:,moi,aussi
dise:,moi,aussi,je
moi,aussi,je,suis
aussi,je,suis,allé
je,suis,allé,là
suis,allé,là,où
allé,là,où,vous
là,où,vous,avez
où,vous,avez,été
vous,avez,été,j
avez,été,j,assistais
été,j,assistais,à
j,assistais,à,cette
assistais,à,cette,fête
à,cette,fête,extraordinaire
cette,fête,extraordinaire,j
fête,extraordinaire,j,ai
extraordinaire,j,ai,bien
j,ai,bien,pensé
ai,bien,pensé,quand
bien,pensé,quand,les
pensé,quand,les,garçons
quand,les,garçons,du
les,garçons,du,cours
garçons,du,cours,m
du,cours,m,ont
cours,m,ont,parlé
m,ont,parlé,de
ont,parlé,de,votre
parlé,de,votre,aventure
de,votre,aventure,mystérieuse
votre,aventure,mystérieuse,qu
aventure,mystérieuse,qu,il
mystérieuse,qu,il,s
qu,il,s,agissait
il,s,agissait,du
s,agissait,du,vieux
agissait,du,vieux,domaine
du,vieux,domaine,perdu
vieux,domaine,perdu,pour
domaine,perdu,pour,m
perdu,pour,m,en
pour,m,en,assurer
m,en,assurer,je
en,assurer,je,vous
assurer,je,vous,ai
je,vous,ai,volé
vous,ai,volé,votre
ai,volé,votre,carte
volé,votre,carte,mais
votre,carte,mais,je
carte,mais,je,suis
mais,je,suis,comme
je,suis,comme,vous:
suis,comme,vous:,j
comme,vous:,j,ignore
vous:,j,ignore,le
j,ignore,le,nom
ignore,le,nom,de
le,nom,de,ce
nom,de,ce,château
de,ce,château,je
ce,château,je,ne
château,je,ne,saurais
je,ne,saurais,pas
ne,saurais,pas,y
saurais,pas,y,retourner
pas,y,retourner,je
y,retourner,je,ne
retourner,je,ne,connais
je,ne,connais,pas
ne,connais,pas,en
connais,pas,en,entier
pas,en,entier,le
en,entier,le,chemin
entier,le,chemin,qui
le,chemin,qui,d
chemin,qui,d,ici
qui,d,ici,vous
d,ici,vous,y
ici,vous,y,conduirait
vous,y,conduirait,avec
y,conduirait,avec,quel
conduirait,avec,quel,élan
avec,quel,élan,avec
quel,élan,avec,quelle
élan,avec,quelle,intense
avec,quelle,intense,curiosité
quelle,intense,curiosité,avec
intense,curiosité,avec,quelle
curiosité,avec,quelle,amitié
avec,quelle,amitié,nous
quelle,amitié,nous,nous
amitié,nous,nous,pressâmes
nous,nous,pressâmes,contre
nous,pressâmes,contre,lui
pressâmes,contre,lui,avidement
contre,lui,avidement,meaulnes
lui,avidement,meaulnes,lui
avidement,meaulnes,lui,posait
meaulnes,lui,posait,des
lui,posait,des,questions
posait,des,questions,il
des,questions,il,nous
questions,il,nous,semblait
il,nous,semblait,à
nous,semblait,à,tous
semblait,à,tous,deux
à,tous,deux,qu
tous,deux,qu,en
deux,qu,en,insistant
qu,en,insistant,ardemment
en,insistant,ardemment,auprès
insistant,ardemment,auprès,de
ardemment,auprès,de,notre
auprès,de,notre,nouvel
de,notre,nouvel,ami
notre,nouvel,ami,nous
nouvel,ami,nous,lui
ami,nous,lui,ferions
nous,lui,ferions,dire
lui,ferions,dire,cela
ferions,dire,cela,même
dire,cela,même,qu
cela,même,qu,il
même,qu,il,prétendait
qu,il,prétendait,ne
il,prétendait,ne,pas
prétendait,ne,pas,savoir
ne,pas,savoir,vous
pas,savoir,vous,verrez
savoir,vous,verrez,vous
vous,verrez,vous,verrez
verrez,vous,verrez,répondait
vous,verrez,répondait,le
verrez,répondait,le,jeune
répondait,le,jeune,garçon
le,jeune,garçon,avec
jeune,garçon,avec,un
garçon,avec,un,peu
avec,un,peu,d
un,peu,d,ennui
peu,d,ennui,et
d,ennui,et,d
ennui,et,d,embarras
et,d,embarras,je
d,embarras,je,vous
embarras,je,vous,ai
je,vous,ai,mis
vous,ai,mis,sur
ai,mis,sur,le
mis,sur,le,plan
sur,le,plan,quelques
le,plan,quelques,indications
plan,quelques,indications,que
quelques,indications,que,vous
indications,que,vous,n
que,vous,n,aviez
vous,n,aviez,pas
n,aviez,pas,c
aviez,pas,c,est
pas,c,est,tout
c,est,tout,ce
est,tout,ce,que
tout,ce,que,je
ce,que,je,pouvais
que,je,pouvais,faire
je,pouvais,faire,puis
pouvais,faire,puis,nous
faire,puis,nous,voyant
puis,nous,voyant,plein
nous,voyant,plein,d
voyant,plein,d,admiration
plein,d,admiration,et
d,admiration,et,d
admiration,et,d,enthousiasme:
et,d,enthousiasme:,oh
d,enthousiasme:,oh,dit-il
enthousiasme:,oh,dit-il,tristement
oh,dit-il,tristement,et
dit-il,tristement,et,fièrement
tristement,et,fièrement,je
et,fièrement,je,préfère
fièrement,je,préfère,vous
je,préfère,vous,avertir:
préfère,vous,avertir:,je
vous,avertir:,je,ne
avertir:,je,ne,suis
je,ne,suis,pas
ne,suis,pas,un
suis,pas,un,garçon
pas,un,garçon,comme
un,garçon,comme,les
garçon,comme,les,autres
comme,les,autres,il
les,autres,il,y
autres,il,y,a
il,y,a,trois
y,a,trois,mois
a,trois,mois,j
trois,mois,j,ai
mois,j,ai,voulu
j,ai,voulu,me
ai,voulu,me,tirer
voulu,me,tirer,une
me,tirer,une,balle
tirer,une,balle,dans
une,balle,dans,la
balle,dans,la,tête
dans,la,tête,et
la,tête,et,c
tête,et,c,est
et,c,est,ce
c,est,ce,qui
est,ce,qui,vous
ce,qui,vous,explique
qui,vous,explique,ce
vous,explique,ce,bandeau
explique,ce,bandeau,sur
ce,bandeau,sur,le
bandeau,sur,le,front
sur,le,front,comme
le,front,comme,un
front,comme,un,mobile
comme,un,mobile,de
un,mobile,de,la
mobile,de,la,seine
de,la,seine,en
la,seine,en,et
seine,en,et,ce
en,et,ce,soir
et,ce,soir,en
ce,soir,en,vous
soir,en,vous,battant
en,vous,battant,la
vous,battant,la,plaie
battant,la,plaie,s
la,plaie,s,est
plaie,s,est,rouverte
s,est,rouverte,dit
est,rouverte,dit,meaulnes
rouverte,dit,meaulnes,avec
dit,meaulnes,avec,amitié
meaulnes,avec,amitié,mais
avec,amitié,mais,l
amitié,mais,l,autre
mais,l,autre,sans
l,autre,sans,y
autre,sans,y,prendre
sans,y,prendre,garde
y,prendre,garde,poursuivit
prendre,garde,poursuivit,d
garde,poursuivit,d,un
poursuivit,d,un,ton
d,un,ton,légèrement
un,ton,légèrement,emphatique:
ton,légèrement,emphatique:,je
légèrement,emphatique:,je,voulais
emphatique:,je,voulais,mourir
je,voulais,mourir,et
voulais,mourir,et,puisque
mourir,et,puisque,je
et,puisque,je,n
puisque,je,n,ai
je,n,ai,pas
n,ai,pas,réussi
ai,pas,réussi,je
pas,réussi,je,ne
réussi,je,ne,continuerai
je,ne,continuerai,à
ne,continuerai,à,vivre
continuerai,à,vivre,que
à,vivre,que,pour
vivre,que,pour,l
que,pour,l,amusement
pour,l,amusement,comme
l,amusement,comme,un
amusement,comme,un,enfant
comme,un,enfant,comme
un,enfant,comme,un
enfant,comme,un,bohémien
comme,un,bohémien,j
un,bohémien,j,ai
bohémien,j,ai,tout
j,ai,tout,abandonné
ai,tout,abandonné,je
tout,abandonné,je,n
abandonné,je,n,ai
je,n,ai,plus
n,ai,plus,ni
ai,plus,ni,père
plus,ni,père,ni
ni,père,ni,soeur
père,ni,soeur,ni
ni,soeur,ni,maison
soeur,ni,maison,ni
ni,maison,ni,amour
maison,ni,amour,plus
ni,amour,plus,rien
amour,plus,rien,que
plus,rien,que,des
rien,que,des,compagnons
que,des,compagnons,de
des,compagnons,de,jeux
compagnons,de,jeux,ces
de,jeux,ces,compagnons-là
jeux,ces,compagnons-là,vous
ces,compagnons-là,vous,ont
compagnons-là,vous,ont,déjà
vous,ont,déjà,trahi
ont,déjà,trahi,dis-je
déjà,trahi,dis-je,oui
trahi,dis-je,oui,répondit-il
dis-je,oui,répondit-il,avec
oui,répondit-il,avec,animation
répondit-il,avec,animation,c
avec,animation,c,est
animation,c,est,la
c,est,la,faute
est,la,faute,d
la,faute,d,un
faute,d,un,certain
d,un,certain,delouche
un,certain,delouche,il
certain,delouche,il,a
delouche,il,a,deviné
il,a,deviné,que
a,deviné,que,j
deviné,que,j,allais
que,j,allais,faire
j,allais,faire,cause
allais,faire,cause,commune
faire,cause,commune,avec
cause,commune,avec,vous
commune,avec,vous,il
avec,vous,il,a
vous,il,a,démoralisé
il,a,démoralisé,ma
a,démoralisé,ma,troupe
démoralisé,ma,troupe,qui
ma,troupe,qui,était
troupe,qui,était,si
qui,était,si,bien
était,si,bien,en
si,bien,en,main
bien,en,main,vous
en,main,vous,avez
main,vous,avez,vu
vous,avez,vu,cet
avez,vu,cet,abordage
vu,cet,abordage,hier
cet,abordage,hier,au
abordage,hier,au,soir
hier,au,soir,comme
au,soir,comme,c
soir,comme,c,était
comme,c,était,conduit
c,était,conduit,comme
était,conduit,comme,ça
conduit,comme,ça,marchait
comme,ça,marchait,depuis
ça,marchait,depuis,mon
marchait,depuis,mon,enfance
depuis,mon,enfance,je
mon,enfance,je,n
enfance,je,n,avais
je,n,avais,rien
n,avais,rien,organisé
avais,rien,organisé,d
rien,organisé,d,aussi
organisé,d,aussi,réussi
d,aussi,réussi,il
aussi,réussi,il,resta
réussi,il,resta,songeur
il,resta,songeur,un
resta,songeur,un,instant
songeur,un,instant,et
un,instant,et,il
instant,et,il,ajouta
et,il,ajouta,pour
il,ajouta,pour,nous
ajouta,pour,nous,désabuser
pour,nous,désabuser,tout
nous,désabuser,tout,à
désabuser,tout,à,fait
tout,à,fait,sur
à,fait,sur,son
fait,sur,son,compte:
sur,son,compte:,si
son,compte:,si,je
compte:,si,je,suis
si,je,suis,venu
je,suis,venu,vers
suis,venu,vers,vous
venu,vers,vous,deux
vers,vous,deux,ce
vous,deux,ce,soir
deux,ce,soir,c
ce,soir,c,est
soir,c,est,que
c,est,que,je
est,que,je,m
que,je,m,en
je,m,en,suis
m,en,suis,aperçu
en,suis,aperçu,ce
suis,aperçu,ce,matin
aperçu,ce,matin,il
ce,matin,il,y
matin,il,y,a
il,y,a,plus
y,a,plus,de
a,plus,de,plaisir
plus,de,plaisir,à
de,plaisir,à,prendre
plaisir,à,prendre,avec
à,prendre,avec,vous
prendre,avec,vous,qu
avec,vous,qu,avec
vous,qu,avec,la
qu,avec,la,bande
avec,la,bande,de
la,bande,de,tous
bande,de,tous,les
de,tous,les,autres
tous,les,autres,c
les,autres,c,est
autres,c,est,ce
c,est,ce,delouche
est,ce,delouche,surtout
ce,delouche,surtout,qui
delouche,surtout,qui,me
surtout,qui,me,déplaît
qui,me,déplaît,quelle
me,déplaît,quelle,idée
déplaît,quelle,idée,de
quelle,idée,de,faire
idée,de,faire,l
de,faire,l,homme
faire,l,homme,à
l,homme,à,dix-sept
homme,à,dix-sept,ans
à,dix-sept,ans,rien
dix-sept,ans,rien,ne
ans,rien,ne,me
rien,ne,me,dégoûte
ne,me,dégoûte,davantage
me,dégoûte,davantage,pensez-vous
dégoûte,davantage,pensez-vous,que
davantage,pensez-vous,que,nous
pensez-vous,que,nous,puissions
que,nous,puissions,le
nous,puissions,le,repincer
puissions,le,repincer,certes
le,repincer,certes,dit
repincer,certes,dit,meaulnes
certes,dit,meaulnes,mais
dit,meaulnes,mais,resterez-vous
meaulnes,mais,resterez-vous,longtemps
mais,resterez-vous,longtemps,avec
resterez-vous,longtemps,avec,nous
longtemps,avec,nous,je
avec,nous,je,ne
nous,je,ne,sais
je,ne,sais,je
ne,sais,je,le
sais,je,le,voudrais
je,le,voudrais,beaucoup
le,voudrais,beaucoup,je
voudrais,beaucoup,je,suis
beaucoup,je,suis,terriblement
je,suis,terriblement,seul
suis,terriblement,seul,je
terriblement,seul,je,n
seul,je,n,ai
je,n,ai,que
n,ai,que,ganache
ai,que,ganache,toute
que,ganache,toute,sa
ganache,toute,sa,fièvre
toute,sa,fièvre,tout
sa,fièvre,tout,son
fièvre,tout,son,enjouement
tout,son,enjouement,étaient
son,enjouement,étaient,tombés
enjouement,étaient,tombés,soudain
étaient,tombés,soudain,un
tombés,soudain,un,instant
soudain,un,instant,il
un,instant,il,plongea
instant,il,plongea,dans
il,plongea,dans,ce
plongea,dans,ce,même
dans,ce,même,désespoir
ce,même,désespoir,où
même,désespoir,où,sans
désespoir,où,sans,doute
où,sans,doute,un
sans,doute,un,jour
doute,un,jour,l
un,jour,l,idée
jour,l,idée,de
l,idée,de,se
idée,de,se,tuer
de,se,tuer,l
se,tuer,l,avait
tuer,l,avait,surpris
l,avait,surpris,soyez
avait,surpris,soyez,mes
surpris,soyez,mes,amis
soyez,mes,amis,dit-il
mes,amis,dit-il,soudain
amis,dit-il,soudain,voyez:
dit-il,soudain,voyez:,je
soudain,voyez:,je,connais
voyez:,je,connais,votre
je,connais,votre,secret
connais,votre,secret,et
votre,secret,et,je
secret,et,je,l
et,je,l,ai
je,l,ai,défendu
l,ai,défendu,contre
ai,défendu,contre,tous
défendu,contre,tous,je
contre,tous,je,puis
tous,je,puis,vous
je,puis,vous,remettre
puis,vous,remettre,sur
vous,remettre,sur,la
remettre,sur,la,trace
sur,la,trace,que
la,trace,que,vous
trace,que,vous,avez
que,vous,avez,perdue
vous,avez,perdue,et
avez,perdue,et,il
perdue,et,il,ajouta
et,il,ajouta,presque
il,ajouta,presque,solennellement:
ajouta,presque,solennellement:,soyez
presque,solennellement:,soyez,mes
solennellement:,soyez,mes,amis
soyez,mes,amis,pour
mes,amis,pour,le
amis,pour,le,jour
pour,le,jour,où
le,jour,où,je
jour,où,je,serais
où,je,serais,encore
je,serais,encore,à
serais,encore,à,deux
encore,à,deux,doigts
à,deux,doigts,de
deux,doigts,de,l
doigts,de,l,enfer
de,l,enfer,comme
l,enfer,comme,une
enfer,comme,une,fois
comme,une,fois,déjà
une,fois,déjà,jurez-moi
fois,déjà,jurez-moi,que
déjà,jurez-moi,que,vous
jurez-moi,que,vous,répondrez
que,vous,répondrez,quand
vous,répondrez,quand,je
répondrez,quand,je,vous
quand,je,vous,appellerai
je,vous,appellerai,quand
vous,appellerai,quand,je
appellerai,quand,je,vous
quand,je,vous,appellerai
je,vous,appellerai,ainsi
vous,appellerai,ainsi,(et
appellerai,ainsi,(et,il
ainsi,(et,il,poussa
(et,il,poussa,une
il,poussa,une,sorte
poussa,une,sorte,de
une,sorte,de,cri
sorte,de,cri,étrange:
de,cri,étrange:,hou-ou
cri,étrange:,hou-ou,vous
étrange:,hou-ou,vous,meaulnes
hou-ou,vous,meaulnes,jurez
vous,meaulnes,jurez,d
meaulnes,jurez,d,abord
jurez,d,abord,et
d,abord,et,nous
abord,et,nous,jurâmes
et,nous,jurâmes,car
nous,jurâmes,car,enfants
jurâmes,car,enfants,que
car,enfants,que,nous
enfants,que,nous,étions
que,nous,étions,tout
nous,étions,tout,ce
étions,tout,ce,qui
tout,ce,qui,était
ce,qui,était,plus
qui,était,plus,solennel
était,plus,solennel,et
plus,solennel,et,plus
solennel,et,plus,sérieux
et,plus,sérieux,que
plus,sérieux,que,nature
sérieux,que,nature,nous
que,nature,nous,séduisait
nature,nous,séduisait,en
nous,séduisait,en,retour
séduisait,en,retour,dit-il
en,retour,dit-il,voici
retour,dit-il,voici,maintenant
dit-il,voici,maintenant,tout
voici,maintenant,tout,ce
maintenant,tout,ce,que
tout,ce,que,je
ce,que,je,puis
que,je,puis,vous
je,puis,vous,dire:
puis,vous,dire:,je
vous,dire:,je,vous
dire:,je,vous,indiquerai
je,vous,indiquerai,la
vous,indiquerai,la,maison
indiquerai,la,maison,de
la,maison,de,paris
maison,de,paris,où
de,paris,où,la
paris,où,la,jeune
où,la,jeune,fille
la,jeune,fille,du
jeune,fille,du,château
fille,du,château,avait
du,château,avait,l
château,avait,l,habitude
avait,l,habitude,de
l,habitude,de,passer
habitude,de,passer,les
de,passer,les,fêtes:
passer,les,fêtes:,pâques
les,fêtes:,pâques,et
fêtes:,pâques,et,la
pâques,et,la,pentecôte
et,la,pentecôte,le
